"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","References","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Lu S.; Liu W.; Weng X.; Li F.","Lu, Shan (55017149100); Liu, Wenshuo (55285965600); Weng, Xun (22958684200); Li, Fangzhou (55286785100)","55017149100; 55285965600; 22958684200; 55286785100","Study on evacuation strategy in high-rise buildings fire","2012","Advanced Materials Research","472-475","","","3207","3213","5","10.4028/www.scientific.net/amr.472-475.3207","https://www.scopus.com/pages/publications/84863339293?origin=resultslist","This paper first proves the practicability of evacuation using elevators in high-rise buildings fire. Analyzing characteristics of the evacuation by elevators, the paper put forward an improved evacuation strategy and the corresponded improved evacuation model. In order to further prove the improved evacuation strategy can shorten the evacuation time, taking a certain building for example, this paper design many projects of evacuation, which based on different evacuation strategies. Finally, the paper modeling and simulating these projects with simulation software, results showed by simulation models can prove the large superiority of improved evacuation strategy. © (2012) Trans Tech Publications.","Elevators; High-rise buildings; Models for evacuation by elevators; Simulate","Computer software; Elevators; Manufacture; Tall buildings; Evacuation modeling; Evacuation strategy; Evacuation time; High rise building; Models for evacuation by elevators; Paper models; Simulate; Simulation software; Accident prevention","","","","","John J.H., A method for calculation of elevator evacuation time [J], Journal of Fire Protection Engineering, 5, 3, pp. 83-95, (1993); Wu Y.; Li Z., Study on the crowd evacuation model in high-rise building fire [J], Safety and Environmental Engineering, 15, 3, (2008); Li H., Discussion on the practicability of using elevator to evacuate people in case of fire [J], Fire Science and Technology, 26, 2, pp. 154-157, (2007); Yun Y.; Yu Y., Research on evacuation law of people under the condition of coupling elevator with staircases [J], Fire Science and Technology, 29, 10, (2010)","et al.; Fujian University of Technology; Fuzhou University; Huaqiao University; University of Wollongong; Xiamen University","3rd international Conference on Manufacturing Science and Engineering, ICMSE 2012","27 March 2012 through 29 March 2012","Xiamen","88970","Conference paper","Final","","Scopus","2-s2.0-84863339293"
"Ashraf Tashrifullahi S.; Hassanain M.A.","Ashraf Tashrifullahi, Syed (57191770005); Hassanain, Mohammad A. (7003802898)","57191770005; 7003802898","A simulation model for emergency evacuation time of a library facility using EVACNET4","2013","Structural Survey","31","2","","75","92","15","10.1108/02630801311317509","https://www.scopus.com/pages/publications/84878240373?origin=resultslist","The objectives of this article are to present the findings of a case study conducted to determine the optimal emergency egress time for the main library of King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia, using an evacuation simulation model; discuss the importance of the use of evacuation simulation models to architects, fire protection engineers and facilities managers; and demonstrate the importance of using an evacuation simulation model in understanding evacuation performance and conducting building safety assessment. The authors have reviewed the published literature in the field of evacuation analysis considering level of service (LOS) as a significant factor; studied the input requirements of the evacuation simulation model EVACNET4 and estimated the same for the library facility at King Fahd University of Petroleum & Minerals; and examined selected results and validated the same using FPETool. The study revealed that the evacuation times obtained using both EVACNET4 and FPETool for the library are different and vary 49 seconds in magnitude. Risk to life as a result of fire in buildings is a key concern for facility managers, architects and insurance companies. This study could be of practical help to fire protection engineers and facilities managers from the viewpoint of emergency evacuation planning in specific facilities, and to architects during the process of designing the spatial layout of the library facility, where even minor changes in the layout can have large impacts on egress time. © 2013, Emerald Group Publishing Limited","Dynamic capacity; Effective width; Emergency evacuation; Evacuation simulation model; Level of service; Libraries; Library buildings; Library facilities","Architecture; Engineers; Insurance; Libraries; Management; Managers; Dynamic capacity; Effective width; Emergency evacuation; Evacuation simulation models; Level of Service; Library buildings; Computer simulation","","","","","Bloomberg M.R.; Burden A.M., New York City Pedestrian Level of Service Study – Phase 1, (2006); Comeau E., Campus-Related Incidents – January 2000 to March 4, 2011: Sorted by State, (2011); Deal S., Technical Reference Guide for FPETool – Version 3.2, (1995); Graham T.L.; Roberts D.J., Qualitative overview of some important factors affecting the egress of people in hotel fires, International Journal of Hospitality Management, 19, 1, pp. 79-87, (2000); Gwynne S.M.V.; Kuligowski E.D.; Kratchman J.; Milke J.A., Questioning the linear relationship between doorway width and achievable flow rate, Fire Safety Journal, 44, 1, pp. 80-87, (2009); Hassanain M.A.; Al-Ashwal N., An approach to assess fire safety requirements in library facilities, Facilities, 23, 5-6, pp. 239-252, (2005); Hoppe B.; Tardos E., The quickest transshipment problem, Mathematics of Operation Research, 25, 1, pp. 36-62, (2000); Itami R.M., Estimating Capacities for Pedestrian Walkways and Viewing Platforms, A Consultant's Report to Parks Victoria, (2003); Johnson P.; Beck D.; Horasan P., Use of Egress modeling in performance based fire engineering design – a fire safety study at the National Gallery of Victoria, Fire Safety Science – Proceedings of the 4th International Symposium, pp. 669-680, (1994); Karter M.J., Fire Loss in the United States During 2010, (2011); King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia, (2011); Kisko T.M.; Francis R.L., EVACNET+: a computer program to determine optimal building evacuation plans, Fire Safety Journal, 9, 2, pp. 211-220, (1985); Kisko T.M.; Francis R.L.; Nobel C.R., EVACNET4 User's Guide, (1998); Kuligowski E.D.; Peacock R.D., A review of building evacuation models, (2005); Leur P.V.D., Building evacuation, rules and reality, HERON, 50, 4, pp. 237-246, (2005); Milke J.; Kodur V.; Marrion C., Overview of fire protection in buildings, (2002); Nassar K., A model for assessing occupant flow in building spaces, Automation in Construction, 19, 8, pp. 1027-1036, (2010); Ng C.M.Y.; Chow W.K., A brief review on the time line concept in evacuation, International Journal on Architectural Science, 7, 1, pp. 1-13, (2006); Shen T., ESM: a building evacuation simulation model, Building and Environment, 40, 5, pp. 671-680, (2005); Singh K.; Jain P.K., Methods of assessing pedestrian level of service, Journal of Engineering Research and Studies, 2, 1, pp. 116-124, (2011); Tao X.; Guozhu M.; Xin L.; Lin Z., Building fire rescue with evacuation management information system and its application, Proceedings of the 16th International Conference in Industrial Engineering and Engineering Management, Tianjin, October 21-23, pp. 2085-2090, (2009); Watson D., Detection Devices, Time-Saver Standards for Building Materials and Systems: Design Criteria and Selection Data, D4-1-7, (2000)","","","","","","Article","Final","","Scopus","2-s2.0-84878240373"
"Fang H.; Qiu H.; Lin P.; Lo S.M.; Lo J.T.Y.","Fang, Hongqiang (57211239585); Qiu, Hongpeng (57273824800); Lin, Peng (59851020200); Lo, S.M. (8350445500); Lo, J.T.Y. (57201423603)","57211239585; 57273824800; 59851020200; 8350445500; 57201423603","Towards a Smart Elevator-Aided Fire Evacuation Scheme in High-Rise Apartment Buildings for Elderly","2022","IEEE Access","10","","","90690","90705","13","10.1109/ACCESS.2022.3201516","https://www.scopus.com/pages/publications/85137568536?origin=resultslist","Staircase evacuation is the major means of fire evacuation for current high-rise residential buildings. However, its feasibility may be questioned as more and more senior citizens live there in the future. The weakness in physical strength and mobility impairment of elderly people may impede the successful implementation of staircase evacuation. It is therefore reasonable to consider using elevators for overall evacuation in high-rise residential buildings. However, ensuring the fire safety of elevators and efficiently controlling the elevator-aided evacuation are two major difficulties for applying elevators in building fire evacuation. Recently, the use of smart control for building facility management has become a hot issue in built environment studies. An enabling solution for smart elevator-aided building fire evacuation (SEABFE) is proposed in this article. The solution supports the SEABFE by determining the safer and more efficient elevator-aided evacuation strategy based on real-time fire ground information and evacuation progress on the scene. A simulated case study of fire evacuation in a typical high-rise residential building shows that the proposed SEABFE can be successfully performed. Apart from keeping the elevator evacuation safe, the planned elevator-aided evacuation strategy may save 38.0% of the time compared with the strategy using only staircases in the scene.  © 2013 IEEE.","Elevator-aided evacuation; evacuation simulation; fire evacuation; high-rise buildings; strategic planning","Apartment houses; Elevators; Fire alarm systems; Fire extinguishers; Fire protection; Interactive computer systems; Office buildings; Optimization; Real time systems; Tall buildings; Building fires; Elevator aided evacuations; Evacuation simulation; Fire evacuation; GraphicaL model; High rise building; Older adults; Optimisations; Real - Time system; Smart devices; Fires","","","","","Ma J.; Song W.G.; Tian W.; Lo S.M.; Liao G.X., Experimental study on an ultra high-rise building evacuation in China, Saf. Sci., 50, 8, pp. 1665-1674, (2012); Fang Z.; Xu Q.; Song W.; Chen L.; Leng Y., Experiment study on super high-rise building evacuation (in Chinese), China Saf. Sci. J., 28, 3, pp. 185-190, (2018); Kinateder M.; Omori H.; Kuligowski E., The use of elevators for evacuation in fire emergencies in international buildings, Nat. Inst. Standards Technol, (2014); Ronchi E.; Nilsson D., Fire evacuation in high-rise buildings: A review of human behaviour and modelling research, Fire Sci. Rev., 2, 1, pp. 1-21, (2013); Khalid Q.; Lujak M.; Fernandez A.; Doniec A., On the use of elevators during emergency evacuation, Distributed Computing and Artificial Intelligence, Special Sessions, 15th International Conference, pp. 149-156, (2019); Cai N.; Chow W.K., Numerical studies on fire hazards of elevator evacuation in supertall buildings, Indoor Built Environ., 28, 2, pp. 247-263, (2019); Chen Y.; Yang L.; Fu Z.; Chen L.; Chen J., Gas flow behavior and flow transition in elevator shafts considering elevator motion during a building fire, Building Simul, 11, 4, pp. 765-771, (2018); Cai N.; Chow W.K., Fire aspects on lift shafts used for evacuation in supertall buildings, Int. J. Eng. Performance-Based Fire Codes, 10, 3, pp. 48-57, (2011); Harding P.J.; Amos M.; Gwynne S., Prediction and mitigation of crush conditions in emergency evacuations, Pedestrian and Evacuation Dynamics 2008, (2010); Heyes E.; Spearpoint M., Lifts for evacuation-human behaviour considerations, Fire Mater, 36, 4, pp. 297-308, (2012); NFPA 5000-2009 Building Construction and Safety Code, Nat. Fire Protection Assoc, (2012); International Building Code, Occupant Evacuation Elevators, Int. Code Council, (2012); National Building Code of India, Fire and Life Safety, Bureau Indian Standards, (2005); Safety Rules for the Construction and Installation of Lifts-Particular Application for Passenger and Goods Passenger Lifts-Part 73: Behaviour of Lifts in the Event of Fire, (2005); Singapore Civil Defence Force, (2013); Fire Safety Code of Practice for the Design, Management and Use of Buildings, (2008); Butry D.T.; Chapman R.E.; Huang A.L.; Thomas D.S., A life-cycle cost comparison of exit stairs and occupant evacuation elevators in tall buildings, Fire Technol, 48, 2, pp. 155-172, (2012); Camiel E.M., Occupant Evacuation Elevators: Overview and Case Studies, (2021); Koo J.; Kim Y.S.; Kim B.-I.; Christensen K.M., A comparative study of evacuation strategies for people with disabilities in high-rise building evacuation, Expert Syst. Appl., 40, 2, pp. 408-417, (2013); Chien S.-W.; Wen W.-J., A research of the elevator evacuation performance and strategies for Taipei 101 financial center, J. Disaster Res., 6, 6, pp. 581-590, (2011); Ronchi E.; Nilsson D., Modelling total evacuation strategies for high-rise buildings, Building Simul, 7, 1, pp. 73-87, (2014); Ma J.; Lo S.M.; Song W.G., Cellular automaton modeling approach for optimum ultra high-rise building evacuation design, Fire Saf. J., 54, pp. 57-66, (2012); Park S.; Park S.; Park L.; Park S.; Lee S.; Lee T.; Lee S.; Jang H.; Kim S.; Chang H.; Park S., Design and implementation of a smart IoT based building and town disaster management system in smart city infrastructure, Appl. Sci., 8, 11, (2018); Jiang H., Mobile fire evacuation system for large public buildings based on artificial intelligence and IoT, IEEE Access, 7, pp. 64101-64109, (2019); Fang H.; Lo S.; Lo J.T.Y., Building fire evacuation: An IoT-aided perspective in the 5G era, Buildings, 11, 12, (2021); Yang J.; Santamouris M.; Lee S.E., Review of occupancy sensing systems and occupancy modeling methodologies for the application in institutional buildings, Energy Buildings, 121, pp. 344-349, (2016); Bukowski R.W., Addressing the needs of people using elevators for emergency evacuation, Fire Technol, 48, 1, pp. 127-136, (2012); Fernandez J.R.; Cortes P.A., A survey of elevator group control systems for vertical transportation: A look at recent literature, IEEE Control Syst. Mag., 35, 4, pp. 38-55, (2015); Klote J.H., A method for calculation of elevator evacuation time, J. Fire Protection Eng., 5, 3, pp. 83-95, (1993); Peters R., Current technology and future developments in elevator simulation, Int. J. Elevator Engineers, 4, 2, pp. 1-10, (2002); Siikonen M.-L., Elevator traffic simulation, Simulation, 61, 4, pp. 257-267, (1993); MacDonald M., STEPS simulation of transient evacuation and pedestrian movements user manual (5.0 version), Mott MacDonald Simul, (2012); Pathfinder User Manual-2020.1 Version, Thunderhead Eng, (2020); Korhonen T.; Hostikka S.; Heliovaara S.; Ehtamo H., FDS+Evac: An agent based fire evacuation model, Pedestrian and Evacuation Dynamics 2008, (2010); Mitchell M., Complexity: A Guided Tour, (2009); Yang L.Z.; Zhao D.L.; Li J.; Fang T.Y., Simulation of the kin behavior in building occupant evacuation based on cellular automaton, Building Environ., 40, 3, pp. 411-415, (2005); Huang D.; Lo S.; Chen J.; Fu Z.; Zheng Y.; Luo L.; Zhuang Y.; Cheng H.; Yang L., Mapping fire risk of passenger-carried fire load in metro system via floor field cellular automaton, Autom. Construct., 100, pp. 61-72, (2019); Liu S.; Yang L.; Fang T.; Li J., Evacuation from a classroom considering the occupant density around exits, Phys. A, Stat. Mech. Appl., 388, 9, pp. 1921-1928, (2009); Burstedde C.; Klauck K.; Schadschneider A.; Zittartz J., Simulation of pedestrian dynamics using a two-dimensional cellular automaton, Phys. A, Stat. Mech. Appl., 295, 3, pp. 507-525, (2001); Helbing D.; Buzna L.; Johansson A.; Werner T., Self-organized pedestrian crowd dynamics: Experiments, simulations, and design solutions, Transp. Sci., 39, 1, pp. 1-24, (2005); Bohannon R.W., Comfortable and maximum walking speed of adults aged 20-79 years: Reference values and determinants, Age Ageing, 26, 1, pp. 15-19, (1997); Langlois J.A.; Keyl P.M.; Guralnik J.M.; Foley D.J.; Marottoli R.A.; Wallace R.B., Characteristics of older pedestrians who have difficulty crossing the street, Amer. J. Public Health, 87, 3, pp. 393-397, (1997); Chen Y.; Wang C.; Yap J.B.H.; Li H.; Hu H.S.; Chen C.-C.; Lai K.-K., Fire evacuation process using both elevators and staircases for aging people: Simulation case study on personnel distribution in high-rise nursing home, Discrete Dyn. Nature Soc., 2020, (2020); Ding Y.; Yang L.; Weng F.; Fu Z.; Rao P., Investigation of combined stairs elevators evacuation strategies for high rise buildings based on simulation, Simul. Model. Pract. Theory, 53, pp. 60-73, (2015); Pathfinder Technical Reference Manual-2020.1 Version, Thunderhead Eng, (2020); Qin J.; Liu C.; Huang Q., Simulation on fire emergency evacuation in special subway station based on pathfinder, Case Stud. Thermal Eng., 21, (2020); Mu N.; Song W.-G.; Qi X.-X.; Lu W.; Cao S.-C., Simulation of evacuation in a twin bore tunnel: Analysis of evacuation time and egress selection, Proc. Eng., 71, pp. 333-342, (2014); Li Y.; Zhang Y.; Jiang J., Research on emergency evacuation simulation of old dormitory building based on pathfinder, Man-Machine-Environment System Engineering. MMESE 2018 (Lecture Notes in Electrical Engineering), 527, (2019); Xiao M.; Zhou X.; Pan X.; Wang Y.; Wang J.; Li X.; Sun Y.; Wang Y., Simulation of emergency evacuation from construction site of prefabricated buildings, Sci. Rep., 12, 1, pp. 1-18, (2022); Hammarberg J.; Niva H.; Mossberg A., Incorporation of elevator evacuation from a specific floor-A numerical study of an office building, Collective Dyn., 5, pp. 431-438, (2020); Dmitriev I.; Kuzenkov K.; Kankhva V., The use of elevators in the evacuation of high-rise buildings, Proc. MATEC Web Conf., 193, (2018); Liu X.; Zhang H.; Zhang P., Simulation study on collaborative evacuation among stairs and elevators in high-rise building,"" in Advancements in Smart City and Intelligent Building, ICSCIB 2018 (Advances in Intelligent Systems and Computing), 890, (2019); Hu Y.; Wang X.; Wang F., A quantitative study of factors influence on evacuation in building fire emergencies, IEEE Trans. Computat. Social Syst., 5, 2, pp. 544-552, (2018); Chattaraj U.; Seyfried A.; Chakroborty P.; Biswal M.K., Modelling single file pedestrian motion across cultures, Proc. Social Behav. Sci., 104, pp. 698-707, (2013); Li F.; Chen S.; Wang X.; Feng F., Pedestrian evacuation modeling and simulation on metro platforms considering panic impacts, Proc. Social Behav. Sci., 138, pp. 314-322, (2014); Li D.; Han B., Behavioral effect on pedestrian evacuation simulation using cellular automata, Saf. Sci., 80, pp. 41-55, (2015)","","","","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85137568536"
"Qutaiba F.A.; Omaran S.M.; Abd Ali R.S.","Qutaiba, Fatima A. (58942074900); Omaran, Sagid M. (57209803302); Abd Ali, Raid S. (58942170800)","58942074900; 57209803302; 58942170800","Integrate Building Information Modeling (BIM) and Occupant Characteristics Simulator to Assess the Effectiveness of Emergency Requirements","2024","International Journal of Safety and Security Engineering","14","1","","37","48","5","10.18280/ijsse.140104","https://www.scopus.com/pages/publications/85187915156?origin=resultslist","Building fires are a major hazard to residents, first responders, and the structural system. Rapid spread can impede evacuation, resulting in human fatalities. However, studying occupant characteristics in a burning building is unrealistic and unethical. Hence, the current data-gathering techniques employed in evacuation simulation models have constraints when capturing occupant attributes. To address these constraints, The study introduces a novel method of serious gaming that combines Building Information Modelling (BIM) with an occupant characteristics simulator with varying mobility capabilities depending on age, gender, and physical ability, using Unity3D, to simulate fire growth and evacuation duration for residential buildings with and without emergency requirements. The study reveals that occupant characteristics significantly affect evacuation time, and implementing emergency requirements can improve evacuation efficiency in fire-exposed residential buildings by up to 100%. Implementing emergency requirements reduced mortality rates from 50% to 0%, suggesting that simulation results can be used to improve building design and emergency needs assessment. ©2024 The authors.","BIM; emergency requirements; evacuation simulation; evacuation time; occupant characteristics; residential buildings; Unity3D","","","","","","Zhang H., Design and implementation of BIM-based fire risk assessment system, Journal of Physics: Conference Series, 1584, 1, (2020); Kodur V.; Kumar P.; Rafi M.M., Fire hazard in buildings: Review, assessment and strategies for improving fire safety, PSU Research Review, 4, 1, pp. 1-23, (2019); Zhou B., Fire situations and prevention measures of residential building, MATEC Web of Conferences, 100, (2017); Lorusso P.; De Iuliis M.; Marasco S.; Domaneschi M.; Cimellaro G.P.; Villa V., Fire emergency evacuation from a school building using an evolutionary virtual reality platform, Buildings, 12, 2, (2022); Kodur V.K.R.; Venkatachari S.; Naser M.Z., Egress parameters influencing emergency evacuation in high-rise buildings, Fire Technology, 56, pp. 2035-2057, (2020); Kobes M.; Helsloot I.; De Vries B.; Post J.G., Building safety and human behaviour in fire: A literature review, Fire Safety Journal, 45, 1, pp. 1-11, (2010); Sabbaghzadeh M.; Sheikhkhoshkar M.; Talebi S.; Rezazadeh M.; Rastegar Moghaddam M.; Khanzadi M., A BIM-based solution for the optimisation of fire safety measures in the building design, Sustainability, 14, 3, (2022); Avlar E.; Korkmaz E.; Yildirim H., External fire-escape stairs risk analysis: A case study in İstanbul, Megaron, 17, 2, pp. 341-356, (2022); Bulletin I.; Code B., Means of egress system, exit sign, interior space lighting illuminations, and associated emergency power system requirements, Information Bulletin / Public - Building Code, pp. 1-10, (2014); 5266-1 B Pocket guide to emergency lighting; eTool: Evacuation Plans and Procedures - Emergency Standards - Design and Construction Requirements for Exit Routes | Occupational Safety and Health Administration; Code of practice for fire safety in the design, management and use of buildings, (2008); Occupational Safety and Health Administration; Proulx G., Occupant behaviour and evacuation, Proceedings of the 9th International Fire Protection Seminar, pp. 219-232, (2001); Choi M.; Lee S.; Hwang S.; Park M.; Lee H.S., Comparison of emergency response abilities and evacuation performance involving vulnerable occupants in building fire situations, Sustainability, 12, 1, (2019); Gerges M.; Demian P.; Adamu Z., Customising evacuation instructions for high-rise residential occupants to expedite fire egress: Results from agent-based simulation, Fire, 4, 2, (2021); Atyabi S.; Kiavarz Moghaddam M.; Rajabifard A., Optimization of emergency evacuation in fire building by integrated BIM and GIS, The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences, 42, pp. 131-139, (2019); Alsaeedi F.; Lafta M.J.; Ahmed A., State of Building Information Modelling (BIM) adoption in Iraq, IOP Conference Series: Materials Science and Engineering, 737, 1, (2020); Omaran S.M.; Alghamdi A.A.; Alharishawi S.C.; Hains D.B., Integrating BIM and game engine for simulation interactive life cycle analysis visualization, ASCE International Conference on Computing in Civil Engineering 2019, pp. 120-128, (2019); Omaran S.M.; Al-Zuheriy A.S.J., Integrating building information modeling and virtual reality to develop real-time suitable cost estimates using building visualization, International Journal of Engineering, 36, 5, pp. 858-869, (2023); Dimyadi J.; Amor R.; Spearpoint M., Using BIM to support simulation of compliant building evacuation, eWork and eBusiness in Architecture, Engineering and Construction: ECPPM 2016, pp. 511-518, (2017); Ruffino P.A.; Permadi D.; Mahadzir M.B.; Osello A.; Aris A.B., Simulation and serious game for fire evacuation training, Proceedings of the 17th International Conference on Computing in Civil and Building Engineering, pp. 5-7, (2018); Ribeiro J.; Almeida J.E.; Rossetti R.J.; Coelho A.; Coelho A.L., Using serious games to train evacuation behaviour, 7th Iberian Conference on Information Systems and Technologies (CISTI 2012), pp. 1-6, (2012); Huang Y.; Guo Z.; Chu H.; Sengupta R., Evacuation simulation implemented by ABM-BIM of unity in students’ dormitory based on delay time, ISPRS International Journal of Geo-Information, 12, 4, (2023); Mirzaei-Zohan S.A.; Gheibi M.; Chahkandi B.; Mousavi S.; Khaksar R.Y.; Behzadian K., A new integrated agent-based framework for designing building emergency evacuation: A BIM approach, International Journal of Disaster Risk Reduction, 93, (2023); Beyaz C.; Ozgener E.D.; Bagci Y.G.; Akin O.; Demirel H., Integration of building information modeling and agent-based modeling for evacuation simulation, The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences, 46, pp. 109-112, (2021); Sun Q.; Turkan Y., A BIM based simulation framework for fire evacuation planning, Advances in Informatics and Computing in Civil and Construction Engineering, pp. 431-438, (2019); Kady R.A.; Davis J., The effect of occupant characteristics on crawling speed in evacuation, Fire Safety Journal, 44, 4, pp. 451-457, (2009)","","","","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85187915156"
"Zeng Y.; Sreenan C.J.; Sitanayah L.; Xiong N.; Park J.H.; Zheng G.","Zeng, Yuanyuan (14627744800); Sreenan, Cormac J. (7004298391); Sitanayah, Lanny (35435902400); Xiong, Naixue (35231569200); Park, Jong Hyuk (55665406600); Zheng, Guilin (24832532500)","14627744800; 7004298391; 35435902400; 35231569200; 55665406600; 24832532500","An emergency-adaptive routing scheme for wireless sensor networks for building fire hazard monitoring","2011","Sensors","11","3","","2899","2919","44","10.3390/s110302899","https://www.scopus.com/pages/publications/79953324591?origin=resultslist","Fire hazard monitoring and evacuation for building environments is a novel application area for the deployment of wireless sensor networks. In this context, adaptive routing is essential in order to ensure safe and timely data delivery in building evacuation and fire fighting resource applications. Existing routing mechanisms for wireless sensor networks are not well suited for building fires, especially as they do not consider critical and dynamic network scenarios. In this paper, an emergency-adaptive, real-time and robust routing protocol is presented for emergency situations such as building fire hazard applications. The protocol adapts to handle dynamic emergency scenarios and works well with the routing hole problem. Theoretical analysis and simulation results indicate that our protocol provides a real-time routing mechanism that is well suited for dynamic emergency scenarios in building fires when compared with other related work. © 2011 by the authors; licensee MDPI, Basel, Switzerland.","Building fires; Power adaptation; Real-time; Wireless sensor networks","Computer Communication Networks; Computer Simulation; Construction Materials; Disaster Planning; Emergencies; Fire Extinguishing Systems; Fires; Rescue Work; Thermodynamics; Time Factors; Wireless Technology; article; building material; computer network; computer simulation; disaster planning; emergency; fire; fire protection; instrumentation; methodology; rescue work; thermodynamics; time; wireless communication","","","","","He T.; Stankovic J.; Lu C.; Abdelzaher T., SPEED: A stateless protocol for real-time communication in sensor networks, Proceedings of the 23rd International Conference on Distributed Computing Systems (ICDCS), (2003); Felemban E.; Lee C.-G.; Ekici E.; Boder R.; Vural S., Probabilistic QoS guarantee in reliability and timeliness domains in wireless sensor networks, Proceedings of the 24th Annual Joint Conference of the IEEE Communications Societies (InfoCom), (2005); Chipara O.; He Z.; Xing G.; Chen Q.; Wang X.; Lu C.; Stankovic C.; Abdelzaher T., Real-time power-aware routing in sensor networks, Proceedings of 14th IEEE International Workshop on Quality of Service, (2006); Ahmed A.; Fisal N., A real-time routing protocol with load distribution in wireless sensor networks, Comput. Commun., 31, pp. 3190-3203, (2008); Zhang Y.; Fromherz M.P.J., A robust and efficient flooding-based routing for wireless sensor networks, Int. J. Interconnection Netw., 7, pp. 549-568, (2006); Deng J.; Han R.; Mishra S., A robust and light-weight routing mechanism for wireless sensor networks, Proceedings of 1st Workshop on Dependability Issue in Wireless Ad hoc Networks and Sensor Networks, (2004); Boukerche A.; Pazzi R.; Araujo R., A fast and reliable protocol for wireless sensor networks in critical conditions monitoring applications, Proceedings of 7th ACM International Symposium on Modeling, Analysis and Simulation of Wireless and Mobile Systems, pp. 157-164, (2004); Wenning B.-L.; Pesch D.; Imm-Giela T.; Gorg C., Environmental monitoring aware routing: Making environmental sensor networks more robust, Telecom. Syst., 43, pp. 3-11, (2009); Zeng Y.; Murphy S.; Sitanayah L.; Tabirca T.; Truong T.; Brown K.; Sreenan C., Building fire emergency detection and response using wireless sensor networks, Proceedings of 9th Information Technology & Telecommunications Conference, (2009); Tseng Y.-C.; Pan M.-S.; Tsai Y.-Y., Wireless sensor networks for emergency navigation, IEEE Comput, 39, pp. 55-62, (2006); Pan M.-S.; Tsai C.-H.; Tseng Y.-C., Emergency guiding and monitoring applications in indoor 3D environments by wireless sensor networks, Int. J. Sensor Netw., 1, pp. 2-10, (2006); Barnes M.; Leather H.; Arvind D.K., Emergency evacuation using wireless sensor networks, Proceedings of 32nd IEEE Conference on Local Computer Networks (LCN), (2007); Tabirca T.; Brown K.; Sreenan C.J., A dynamic model for fire emergency evacuation based on wireless sensor networks, Proceedings of the 8th International Symposium on Parallel and Distributed Computing (ISPDC), (2009); Karp B.; Kung H.T., GPSR: Greedy perimeter stateless routing for wireless networks, Proceedings of the 6th Annual International Conference on Mobile Computing and Networking(MobiCom), (2000); Kim Y.-J.; Govindan R.; Karp B.; Shenker S., Lazy cross-link removal for geographic routing, Proceedings of the 4th International Conference on Embedded Networked Sensor Systems (SenSys), (2006); Fang Q.; Gao J.; Guibas L., Locating and bypassing holes in sensor networks, Mobile Netw. Appl., 11, pp. 187-200, (2006); Jacobson V., Congestion avoidance and control, Proceedings of the ACM Symposium on Symposium on Communications Architectures and Protocols (SIGCOMM), (1988); Rockett J.A., Experience in the use of zone type building fire models, Fire Sci. Technol., 13, pp. 61-70, (1993); Peacock R.D.; Rencke P.A.; Davis W.D.; Jones W.W., Quantifying fire model evaluation using functional analysis, Fire Safety J., 33, pp. 167-184, (1999); The ns2 simulator, (1995)","","","","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79953324591"
"Berlin G.N.","Berlin, Geoffrey N. (7006007608)","7006007608","A simulation model for assessing building firesafety","1982","Fire Technology","18","1","","66","76","10","10.1007/BF02993489","https://www.scopus.com/pages/publications/0020089874?origin=resultslist","This paper presents a computer simulation technique for analyzing emergency evacuation and building firesafety. The systematic, objective procedure includes mathematical modeling, graph theory and simulation to represent and analyze the building layout. © 1982 The National Fire Protection Association.","","BUILDINGS - Fire Protection; COMPUTER SIMULATION; FIRE PROTECTION","","","","","Dusing J.W.A.; Buchanan A.H.; El D.G., Fire Spread Analysis of Multicompartment Buildings, (1979); Nelson, A Firesafety Evaluation System for Health Care Facilities, (1978); Tewarson A., Final Report — Experimental Evaluation of Flammability Paramters of Polyment Materials, (1979); Towaga K., Study of Fire Escapes Based on the Observation of Multiple Currents, (1955); Wilson, An Introduction to the Measurement of Firesafety in Buildings, (1978)","","","","","","Article","Final","","Scopus","2-s2.0-0020089874"
