"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","References","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Chen M.; Guo M.; Han D.; Yuan L.; Li Y.; Wu K.","Chen, Miao (55733222500); Guo, Mingyang (57919285200); Han, Duanfeng (7403219578); Yuan, Lihao (55149453800); Li, Yusong (57919285300); Wu, Kungang (57918504800)","55733222500; 57919285200; 7403219578; 55149453800; 57919285300; 57918504800","A pedestrian evacuation model for a ship's flat multi-exit large space under fire environment","2024","Ocean Engineering","309","","118570","","","11","10.1016/j.oceaneng.2024.118570","https://www.scopus.com/pages/publications/85197486160?origin=resultslist","Effectively assessing pedestrian evacuation capabilities in a fire environment is a crucial technical reference for fire alternative designs. Based on the cellular automata (CA), this paper proposes a pedestrian evacuation model for ship flat multi-exit large space fire environment. The time-space coupling relationship between temperature, visibility and the pedestrian movement ability is established based on the numerical simulation results from FDS. The weight coefficients for the temperature field and visibility field in the fire environment are determined by the CRITIC method. A nonlinear mapping relationship between exit distance, crowd density, and exit environmental risk value is established by the fuzzy inference, and a multi-exit selection model is proposed by incorporating the Bayesian decision method. Taking a ship's multi-exit flat large space as an example, the results demonstrate that the multi-exit selection CA model can reflects the impact of the fire environment on individuals' microscopic movement routes, and could reasonably divert the crowd and avoid the phenomenon of exit congestion. In comparison to Pathfinder, the multi-exit selection CA model can simulate pedestrians actively avoiding high temperature and low visibility, accurately reflecting post-fire evacuation behavior. This model could be used to evaluate the fire evacuation capacity of ship multi-exit flat large space. © 2024","Bayesian decision; CRITIC method; Fire evacuation; Flat multi-exit large space; Multi-exit selection","Fires; Fuzzy inference; Ships; Bayesian decision; Cellular automata models; CRITIC method; Evacuation models; Fire environment; Fire evacuation; Flat multi-exit large space; Large spaces; Multi-exit selection; Pedestrian evacuations; Bayesian analysis; cellular automaton; computer simulation; decision making; fire; modeling; pedestrian; Visibility","","","","","Bae S.; Choi J.-H.; Ryou H.S., Modification of interaction forces between smoke and evacuees, Energies, 13, 16, (2020); Bakhshian E.; Martinez-Pastor B., Evaluating human behaviour during a disaster evacuation process: a literature review, J. Traffic Transport. Eng. English Ed., 10, 4, pp. 485-507, (2023); Benseghir H.; Bin Ibrahim A.; Siddique M.N.I.; Kabir M.N.; Alginahi Y.M., Modelling emergency evacuation from an industrial building under spreading fire using a social force model with fire dynamics, 11th Malaysian Technical Universities Conference on Engineering and Technology (MUCET), Malaysia, (2019); Cao S.; Song W.; Lv W., Modeling pedestrian evacuation with guiders based on a multi-grid model, Phys. Lett., 380, 4, pp. 540-547, (2016); Chen M.; Wu K.; Zhang H.; Han D.; Guo M., A ship evacuation model considering the interaction between pedestrians based on cellular automata, Ocean Eng., 281, (2023); DiNenno P.J.; S. o. F. P. Engineers and N. F. P. Association, SFPE Handbook of Fire Protection Engineering, (1995); Dombi J.; Jonas T., Generalizing the sigmoid function using continuous-valued logic, Fuzzy Set Syst., 449, pp. 79-99, (2022); Gao J.; He J.; Gong J., A simplified method to provide evacuation guidance in a multi-exit building under emergency, Phys. Stat. Mech. Appl., 545, (2020); Guo M.; Chen M.; Wu K.; Li Y., DCEFM model for emergency risk assessment of ship inflow, J. Mar. Sci. Appl., 21, 3, pp. 170-183, (2022); Ha S.; Ku N.-K.; Roh M.-I.; Lee K.-Y., Cell-based evacuation simulation considering human behavior in a passenger ship, Ocean Eng., 53, pp. 138-152, (2012); Haghani M.; Sarvi M., Human exit choice in crowded built environments: investigating underlying behavioural differences between normal egress and emergency evacuations, Fire Saf. J., 85, pp. 1-9, (2016); Revised Guidelines on Evacuation Analysis for the New and Existing Passenger Ships, 1/. MSC. Circ.1533, (2016); International Convention for the Safety of Life at Sea (SOLAS) Consolidated Edition, (2017); Jeon G.-Y.; Kim J.-Y.; Hong W.-H.; Augenbroe G., Evacuation performance of individuals in different visibility conditions, Build. Environ., 46, 5, pp. 1094-1103, (2011); Jiang Q.; Zhou Y.; Zhang L.; Li K.; Li H., Influence of pedestrian psychology on evacuation dynamics with the guide of emergency signage, Epl, 137, 4, (2022); Jiang Y.Q.; Chen B.K.; Wang B.H.; Wong W.F.; Cao B.Y., Extended social force model with a dynamic navigation field for bidirectional pedestrian flow, Frontiers Phys., 12, 5, (2017); Kirchner A.; Schadschneider A., Simulation of evacuation processes using a bionics-inspired cellular automaton model for pedestrian dynamics, Phys. Stat. Mech. Appl., 312, 1-2, pp. 260-276, (2002); Krishnan A.R.; Kasim M.M.; Hamid R.; Ghazali M.F., A modified CRITIC method to estimate the objective weights of decision criteria, Symmetry-Basel, 13, 6, (2021); Liu K.; Ma Y.; Chen M.; Wang K.; Zheng K., A survey of crowd evacuation on passenger ships: recent advances and future challenges, Ocean Eng., 263, (2022); Liu L.; Zhang H.; Shi J.; Geng J., Evacuation simulation of a passenger ship fire based on a modified cellular automaton, Adv. Theor. Simulat., 6, 7, (2023); Liu L.F.; Zhang H.J.; Shi J.; Geng J.N., Evacuation simulation of a passenger ship fire based on a modified cellular automaton, Adv. Theor. Simulat., 6, 7, (2023); Liu S.; Yang L.; Fang T.; Li J., Evacuation from a classroom considering the occupant density around exits, Phys. Stat. Mech. Appl., 388, 9, pp. 1921-1928, (2009); Liu Y.; Guo Z.; Jia X.Y.; Li C.F.; Kang J.C., Space temperature field and structure response of multi-chamber cabin subjected to fire, Ocean Eng., 266, (2022); Mesmer B.L.; Bloebaum C.L., Incorporation of decision, game, and Bayesian game theory in an emergency evacuation exit decision model, Fire Saf. J., 67, pp. 121-134, (2014); Miyagawa D.; Ichinose G., Cellular automaton model with turning behavior in crowd evacuation, Phys. Stat. Mech. Appl., 549, (2020); Piloni V.; Fioravanti P.; Spazzafumo L.; Rossi B., Measurement of the anorectal angle by defecography for the diagnosis of fecal incontinence, Int. J. Colorectal Dis., 14, 2, pp. 131-135, (1999); Purser D.A., Toxicity Assessment of Combustion Engineers' Handbook of Fire Protection Engineering, (2002); Rigos A.; Mohlin E.; Ronchi E., The cry wolf effect in evacuation: a game-theoretic approach, Phys. Stat. Mech. Appl., 526, (2019); Shuaib M.M., Incorporating intelligence for typical evacuation under the threat of fire spreading, Saf. Sci., 106, pp. 1-9, (2018); Tanimoto J.; Hagishima A.; Tanaka Y., Study of bottleneck effect at an emergency evacuation exit using cellular automata model, mean field approximation analysis, and game theory, Phys. Stat. Mech. Appl., 389, 24, pp. 5611-5618, (2010); Wang Y., Fuzzy inferences methodologies for cognitive informatics and computational intelligence, 8th IEEE International Conference on Cognitive Informatics (ICCI 2009), Hong Kong Polytechn Univ, Hong Kong, (2009); Wu B.; Zong L.; Yip T.L.; Wang Y., A probabilistic model for fatality estimation of ship fire accidents, Ocean Eng., 170, pp. 266-275, (2018); Wu W.; Chen M.; Li J.; Liu B.; Zheng X., An extended social force model via pedestrian heterogeneity affecting the self-driven force, IEEE Trans. Intell. Transport. Syst., 23, 7, pp. 7974-7986, (2022); Xie W.; Lee E.W.M.; Cheng Y.; Shi M.; Cao R.; Zhang Y., Evacuation performance of individuals and social groups under different visibility conditions: experiments and surveys, Int. J. Disaster Risk Reduc., 47, (2020); Yue H.; Zhang J.Y.; Chen W.X.; Wu X.S.; Zhang X.; Shao C.F., Simulation of the influence of spatial obstacles on evacuation pedestrian flow in walking facilities, Phys. Stat. Mech. Appl., 571, (2021); Zhang D.; Huang G.; Ji C.; Liu H.; Tang Y., Pedestrian evacuation modeling and simulation in multi-exit scenarios, Phys. Stat. Mech. Appl., 582, (2021); Zhang J.B.; Zhu J.; Dang P.; Wu J.L.; Zhou Y.X.; Li W.L.; Fu L.; Guo Y.K.; You J.G., An improved social force model (ISFM)-based crowd evacuation simulation method in virtual reality with a subway fire as a case study, Int. J. Digital Earth, 16, 1, pp. 1186-1204, (2023); Zhang J.J.; Zhao J.C.; Song Z.S.; Duan L.P., Experimental and modeling study on evacuation behaviors considering small groups under different visibility, Phys. Stat. Mech. Appl., 623, (2023); Zhang Y.; Li W.; Rui Y.; Wang S.; Zhu H.; Yan Z., A modified cellular automaton model of pedestrian evacuation in a tunnel fire, Tunn. Undergr. Space Technol., 130, (2022); Zhang Y.; Liu Z.Y.; Lin Y.F.; Fu M.; Chen Y., New approaches to determine the interface height of fire smoke based on a three-layer zone model and its verification in large confined space, Fire Mater., 44, 1, pp. 130-138, (2020); Zhao R.F.; Zhai Y.; Qu L.; Wang R.H.; Huang Y.Y.; Dong Q., A continuous floor field cellular automata model with interaction area for crowd evacuation, Phys. Stat. Mech. Appl., 575, (2021)","","","","","","Article","Final","","Scopus","2-s2.0-85197486160"
"Xia Y.; Cheng Y.; Li N.","Xia, Yiwen (59917392200); Cheng, Yuanda (25724097200); Li, Na (59917636300)","59917392200; 25724097200; 59917636300","Simulation Study on Stability of Air-Supported Membrane Coal Storage Bin Under Fire Scenario","2025","Buildings","15","10","1734","","","1","10.3390/buildings15101734","https://www.scopus.com/pages/publications/105006838614?origin=resultslist","Air-supported membrane structures (ASMS) are widely applied in warehouses and large-span venues due to their lightweight and cost-effective nature. However, as a storage building with a lot of combustible material and significant fire hazards, it imposes stringent demands on structural stability and safety. This paper investigates the impact of fire-induced effects on stability using Fire Dynamics Simulator (FDS) software, with a case study focusing on an ASMS coal storage bin. The study comprises two key components: (1) internal pressure stability and (2) thermal stability. Results show that ambient temperature, leakage area and air supply govern non-fire pressure stability, with a 10 K increase reducing pressure by 9.4 Pa. During fires, HRR, location and growth type effect the stability of ASMS buildings. Thermal stability analysis reveals 6 m horizontal spacing can prevent coal ignition (<12.5 kW/m2, <100 °C), while 10 m vertical spacing can avoid PVC membrane pyrolysis. These findings provide critical design guidelines for ASMS fire protection, highlighting the necessity of asymmetric safety margins due to vertical–horizontal radiation anisotropy. © 2025 by the authors.","air-supported membrane structure building; FDS simulation; numerical simulation of fire; thermal stability of buildings","Fireproofing; Radiation hazards; Structural analysis; Air-supported membrane structure building; Fire dynamic simulator simulation; Fire dynamics simulator; Numerical simulation of fire; Pressure stability; Simulation studies; Storage bins; Supported membrane; Thermal; Thermal stability of building; Fire hazards","","","","","Liu K., Research on Design and Construction of Tensioned Membrane Structures, Ph.D. Thesis, (2007); Zhang P.W., Analysis of the Fire Resistance of Rectangle-Plane Air-Supported Structure, Master’s Thesis, (2014); Jia Y.W.; Guo J.S.; Su D.X., Numerical Fire Simulation of Rectangular Air-Supported Membrane Structure Based on Fluent, pp. 448-456, (2018); Zhang H., Simulation of Fire Temperature Field for Large Space Air-Supported Membrane Structure, Master’s Thesis, (2020); Wang Y.; Zhu G.; Zhou J.; Chai G., Simulation research on evacuation of university gymnasium, Fire Sci. Technol, 39, pp. 1215-1218, (2020); Dong M.W.; Gu Y.; Qiao L.; Qu H., Review on the structure of air-supported membranes, J. Build. Struct, 53, pp. 544-550, (2023); Stamatis D.; Wainwright E.R.; Lakshman S.V.; Kessler M.S.; Weihs T.P., Finite Difference Analysis of Turbulent Combustion Dynamics in Large-Scale Fires, Combust. Flame, 217, pp. 93-102, (2020); Han D.-H.; Sung H.-G., A numerical study on heterogeneous aluminum dust combustion including particle surface and gas-phase reaction, Combust. Flame, 206, pp. 112-122, (2019); McGrattan K., Fire Dynamics Simulator Technical Reference Guide: Version 6.7, (2021); Hurley M.J.; Gottuk D.; Hall J.R.; Harada K.; Kuligowski E.; Puchovsky M.; Torero J.; Watts J.M.; Wieczorek C., SFPE Handbook of Fire Protection Engineering, (2016); Du P.; Ren G.D.; Liu Z.Y., Research on fire prevention performance of gas-borne membrane structure coal storage shed based on physical test and FDS simulation, Build. Sci, 40, pp. 84-92, (2024); Guo F., Study on Burning Behavior of Textile Membrane and Overall Stability Analysis of Air-Supported Membrane Structure Under Fire Condition, Master’s Thesis, (2016); Wang G.L., Numerical Simulation of Internal Pressure Got Air-Supported Membrane Structure Under FIRE based on Abaqus, (2023); Yan F., Study on Fire Response and Collapse Mechanism of Air-Supported Structure, Ph.D. Thesis, (2022); Code for Fire Prevention in Building Design, (2022); Ding H.; Xu Y.D.; Deng Q.L.; Lian Z.X., Simulation study on influence of fire smoke flow on evacuation in high-rise buildings, China Saf. Sci. J, 30, pp. 118-124, (2020); Chen Q.Y.; Wang Y.S.; Su J., Single Particle Ignition of Different Rank Coals, J. Eng. Thermophys, 41, pp. 2052-2058, (2020); Li L.; Zhang R.W.; Pei X.D., Analysis on Indication Gases of Different Coal’s Oxidized Spontaneous Combustion, Min. Saf. Environ. Prot, 5, pp. 69-71, (2006); Zhang L.; Zhu G.Q.; Zhang G.W.; Han R.S., Performance-based Fire Design of Air-supported Membrane Coal Storage Shed, Proc. Eng, 52, pp. 593-601, (2013); Bahramian A., The effect of thermal and non-thermal routes on treatment of the Mg–Al layered double hydroxide catalyst dispersed by titania nanoparticles in products distribution arising from poly(ethylene terephthalate) degradation, Polym. Degrad. Stab, 179, (2020); Temporary Structures—Tents—Safety, (2015); Li N.; Lu W.Y., Applied Research of the calculation parameters for natural smoke exhaust, Tianjin Constr. Sci. Technol, 32, pp. 50-53, (2022); Yu Y.; Cao Z.G.; Sun Y.; Wu Y., FDS simulation of internal pressure of air-supported membrane structure under fire, J. Northeast. Univ. (Nat. Sci.), 43, pp. 1176-1182, (2022); Zhang Y., Simulation study on fire temperature and internal air pressure of air-supported membrane structure coal storage shed, Fire Sci. Technol, 43, pp. 492-497, (2024); Duan P.J., Simulation Study on Smoke Spreading Law of Long-Span Warehouse Fire, Master’s Thesis, (2020)","","","","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105006838614"
"Calderón I.; Majdalani A.H.; Arnold L.; Jahn W.","Calderón, Ignacio (58673178400); Majdalani, Agustín H. (56998600700); Arnold, Lukas (23391895000); Jahn, Wolfram (25823834800)","58673178400; 56998600700; 23391895000; 25823834800","Influence of compartment geometry on internal flows in a fully-developed fire: An analysis of the back-wall effect","2026","Fire Safety Journal","162","","104751","","","0","10.1016/j.firesaf.2026.104751","https://www.scopus.com/pages/publications/105033221700?origin=resultslist","Contemporary architecture and new structural materials challenge the classical premise of fire safety: compartmentalisation. The historical classification between Regime I and Regime II is no longer sufficient to analyse the new fire behaviours we are encountering. This article presents an analysis of the impact of geometry on the development of flows in a compartment fire, particularly in the back-wall effect . The study contrasts the case of an almost cubic compartment with one that doubles its length and with one that doubles its height, using a CFD model. The cubic model is validated using data from an experiment, where temperature fields were measured, and from which the flow fields are subsequently derived. Through computational models, the impact of the back-wall effect on the magnitude and direction of velocities is observed. For the cases evaluated, this effect is shown to increase the local vertical velocity component by approximately 35 % at selected measurement locations in the cubic compartment, while also altering the flow direction; this comparison is based on probes at equivalent locations and does not represent a spatially averaged increase in overall velocity magnitude. The analysis was conducted using FDS simulations, validating the model with experimental data. Streamline plots reveal that in cubic compartments, the buoyancy of the flame does not directly influence the change in flow direction; instead, it is primarily due to collision with the rear wall. Conversely, in the elongated case, the fluid dynamics are significantly affected by the buoyancy of the fire plume, which deflects it towards the ceiling. © 2026 Elsevier Ltd.","Back-wall effect; CFD; Compartment fire; Fire dynamics; Regimes of behaviours","Buoyancy; Fire protection; Fires; Walls (structural partitions); Back-wall effect; Compartment fires; Contemporary architectures; Fire behaviour; Fire dynamics; Fire safety; Flow direction; Internal flows; Regime of behavior; Wall effects; Computational fluid dynamics","","","","","Mitchell H.; Kotsovinos P.; Richter F.; Thomson D.; Barber D.; Rein G., Review of fire experiments in mass timber compartments: Current understanding, limitations, and research gaps, Fire Mater., (2022); Kawagoe K., Fire Behaviour in Rooms, (1958); Thomas P.H.; Heselden A.J.M., Fully-developed Fires in Single Compartments: A Co-operative Research Programme of the Conseil International Du Batiment, (1972); Harmathy T.Z., Mechanism of burning of fully-developed compartment fires, Combust. Flame, 31, pp. 265-273, (1978); Gorska C., Fire Dynamics in Multi-Scale Timber Compartments, (2020); Kotsovinos P.; Rackauskaite E.; Christensen E.; Glew A.; O'Loughlin E.; Mitchell H.; Amin R.; Robert F.; Heidari M.; Barber D.; Rein G.; Schulz J., Fire dynamics inside a large and open-plan compartment with exposed timber ceiling and columns: CodeRed #1, Fire Mater., (2022); Kotsovinos P.; Christensen E.G.; Rackauskaite E.; Glew A.; O'Loughlin E.; Mitchell H.; Amin R.; Robert F.; Heidari M.; Barber D.; Rein G.; Schulz J., Impact of ventilation on the fire dynamics of an open-plan compartment with exposed timber ceiling and columns: CodeRed #02, Fire Mater., (2022); Hidalgo J.P.; Cowlard A.; Abecassis-Empis C.; Maluk C.; Majdalani A.H.; Kahrmann S.; Hilditch R.; Krajcovic M.; Torero J.L., An experimental study of full-scale open floor plan enclosure fires, Fire Saf. J., 89, pp. 22-40, (2017); McGrattan K.; Hostikka S.; Floyd J.; McDermott R.; Vanella M.; Mueller E., Fire dynamics simulator user’s guide, (2023); Jahn W.; Zamorano R.; Calderon I.; Claren R.; Molina B., Assessment of the performance of FireFOAM in simulating a real-scale fire scenario using high resolution data, Fire, 6, 10, (2023); Jahn W.; Rein G.; Torero J.L., A posteriori modelling of the growth phase of Dalmarnock Fire Test One, Build. Environ., 46, 5, pp. 1065-1073, (2011); Hehnen T.; Arnold L., PMMA pyrolysis simulation – from micro- to real-scale, Fire Saf. J., 141, (2023); Quaresma T.L.; Hehnen T.; Arnold L., Sensitivity analysis for an effective transfer of estimated material properties from cone calorimeter to horizontal flame spread simulations, Fire Saf. J., 144, (2024); Rein G.; Torero J.L.; Jahn W.; Stern-Gottfried J.; Ryder N.L.; Desanghere S.; Lazaro M.; Mowrer F.; Coles A.; Joyeux D.; Alvear D.; Capote J.A.; Jowsey A.; Abecassis-Empis C.; Reszka P., Round-robin study of a priori modelling predictions of the Dalmarnock Fire Test One, Fire Saf. J., 44, 4, pp. 590-602, (2009); Majdalani A., Compartment Fire Analysis for Contemporary Architecture, (2014); Calderon I.; Majdalani A.H.; Jahn W., Impact of combustible linings in the simulated fluid dynamics of a compartment fire, Fire, 9, 2, (2026); Majdalani A.; Cadena J.; Cowlard A.; Munoz F.; Torero J., Experimental characterisation of two fully-developed enclosure fire regimes, Fire Saf. J., 79, pp. 10-19, (2016); Gupta V.; Hidalgo J.P.; Cowlard A.; Abecassis-Empis C.; Majdalani A.H.; Maluk C.; Torero J.L., Ventilation effects on the thermal characteristics of fire spread modes in open-plan compartment fires, Fire Saf. J., 120, (2021); Calderon I.; Majdalani A.H.; Arnold L.; Jahn W., Proceedings of the Eleventh International Seminar on Fire and Explosion Hazards, (2025); Lafdal B.; Djebbar R.; Boulet P.; Mehaddi R.; Koutaiba E.; Beji T.; Torero J.L., Numerical study of the combustion regimes in naturally-vented compartment fires, Fire Saf. J., 131, (2022); Rehm R.; Baum H., The equations of motion for thermally driven, buoyant flows, J. Res. Natl. Bur. Stand., 83, 3, (1978); Emmons H.W., The further history of fire science, Combust. Sci. Technol., 40, 1-4, pp. 167-174, (1984); Harmathy T., Ventilation of fully-developed compartment fires, Combust. Flame, 37, 1, pp. 25-39, (1980); Majdalani A.; Calderon I.; Jahn W.; Torero J., Characteristic compartment fire behaviour — A theoretical study encompassing a broader range of regimes, Fire Saf. J., 159, (2026); Ji J.; Harada K.; Ohmiya Y.; Noaki M., Tilt of flame from an item burning close to a wall, Fire Technol., 54, 5, pp. 1383-1404, (2018)","","","","","","Article","Final","","Scopus","2-s2.0-105033221700"
